0.03.572.204 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.03.572.659 W srv  llama_server: -----------------
0.03.572.661 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.03.572.661 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.03.572.661 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.03.572.661 W srv  llama_server: -----------------
0.03.573.926 I srv    load_model: loading model '/models/Qwen3.5-9B-Q4_K_M.gguf'
0.30.272.115 I cmn          init: llama threadpool init, n_threads = 8
0.31.038.080 W srv    load_model: cache_reuse is not supported by this context, it will be disabled
0.31.096.272 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 49664, kv_unified = 'false'
0.31.120.494 I srv  llama_server: model loaded
0.31.120.519 I srv  llama_server: listening on http://0.0.0.0:18201
0.34.683.032 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
5.26.334.639 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 113722307490
5.26.497.261 I slot launch_slot_: id  0 | task 14319 | processing task, is_child = 0
5.32.277.111 I slot print_timing: id  0 | task 14319 | n_gen =    173, tg =  57.13 t/s, tg_3s =  57.46 t/s
5.35.284.637 I slot print_timing: id  0 | task 14319 | n_gen =    345, tg =  57.16 t/s, tg_3s =  57.19 t/s
5.38.299.553 I slot print_timing: id  0 | task 14319 | n_gen =    517, tg =  57.12 t/s, tg_3s =  57.05 t/s
5.41.310.052 I slot print_timing: id  0 | task 14319 | n_gen =    688, tg =  57.04 t/s, tg_3s =  56.80 t/s
5.44.326.946 I slot print_timing: id  0 | task 14319 | n_gen =    860, tg =  57.04 t/s, tg_3s =  57.01 t/s
5.47.336.340 I slot print_timing: id  0 | task 14319 | n_gen =   1030, tg =  56.95 t/s, tg_3s =  56.49 t/s
5.50.338.087 I slot print_timing: id  0 | task 14319 | n_gen =   1200, tg =  56.90 t/s, tg_3s =  56.63 t/s
5.53.353.220 I slot print_timing: id  0 | task 14319 | n_gen =   1370, tg =  56.84 t/s, tg_3s =  56.38 t/s
5.56.370.169 I slot print_timing: id  0 | task 14319 | n_gen =   1540, tg =  56.78 t/s, tg_3s =  56.35 t/s
5.59.372.397 I slot print_timing: id  0 | task 14319 | n_gen =   1709, tg =  56.73 t/s, tg_3s =  56.29 t/s
6.02.374.533 I slot print_timing: id  0 | task 14319 | n_gen =   1878, tg =  56.69 t/s, tg_3s =  56.29 t/s
6.05.387.381 I slot print_timing: id  0 | task 14319 | prompt eval time =    2769.19 ms /  3579 tokens (    0.77 ms per token,  1292.44 tokens per second)
6.05.387.385 I slot print_timing: id  0 | task 14319 |        eval time =   36120.91 ms /  2048 tokens (   17.65 ms per token,    56.67 tokens per second)
6.05.387.386 I slot print_timing: id  0 | task 14319 |       total time =   38890.10 ms /  5627 tokens
6.05.387.387 I slot print_timing: id  0 | task 14319 |    graphs reused =      16187
6.05.387.539 I slot      release: id  0 | task 14319 | stop processing: n_tokens = 5626, truncated = 0
6.11.428.282 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 113761374474
6.11.634.478 I slot launch_slot_: id  0 | task 16371 | processing task, is_child = 0
6.17.316.422 I slot print_timing: id  0 | task 16371 | n_gen =    174, tg =  57.44 t/s, tg_3s =  57.78 t/s
6.20.321.787 I slot print_timing: id  0 | task 16371 | n_gen =    345, tg =  57.17 t/s, tg_3s =  56.90 t/s
6.23.329.542 I slot print_timing: id  0 | task 16371 | n_gen =    517, tg =  57.18 t/s, tg_3s =  57.19 t/s
6.26.331.000 I slot print_timing: id  0 | task 16371 | n_gen =    688, tg =  57.13 t/s, tg_3s =  56.97 t/s
6.29.339.154 I slot print_timing: id  0 | task 16371 | n_gen =    858, tg =  57.00 t/s, tg_3s =  56.51 t/s
6.32.350.474 I slot print_timing: id  0 | task 16371 | n_gen =   1028, tg =  56.91 t/s, tg_3s =  56.45 t/s
6.35.357.735 I slot print_timing: id  0 | task 16371 | n_gen =   1197, tg =  56.81 t/s, tg_3s =  56.20 t/s
6.38.359.202 I slot print_timing: id  0 | task 16371 | n_gen =   1366, tg =  56.75 t/s, tg_3s =  56.31 t/s
6.41.368.458 I slot print_timing: id  0 | task 16371 | n_gen =   1535, tg =  56.68 t/s, tg_3s =  56.16 t/s
6.44.371.870 I slot print_timing: id  0 | task 16371 | n_gen =   1703, tg =  56.61 t/s, tg_3s =  55.94 t/s
6.47.376.787 I slot print_timing: id  0 | task 16371 | n_gen =   1871, tg =  56.54 t/s, tg_3s =  55.91 t/s
6.50.379.308 I slot print_timing: id  0 | task 16371 | n_gen =   2039, tg =  56.49 t/s, tg_3s =  55.95 t/s
6.50.540.745 I slot print_timing: id  0 | task 16371 | prompt eval time =    2670.30 ms /  3670 tokens (    0.73 ms per token,  1374.38 tokens per second)
6.50.540.748 I slot print_timing: id  0 | task 16371 |        eval time =   36235.94 ms /  2048 tokens (   17.70 ms per token,    56.49 tokens per second)
6.50.540.749 I slot print_timing: id  0 | task 16371 |       total time =   38906.23 ms /  5718 tokens
6.50.540.750 I slot print_timing: id  0 | task 16371 |    graphs reused =      18225
6.50.540.928 I slot      release: id  0 | task 16371 | stop processing: n_tokens = 5717, truncated = 0
