0.01.647.464 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.01.648.253 W srv  llama_server: -----------------
0.01.648.257 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.01.648.257 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.01.648.257 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.01.648.258 W srv  llama_server: -----------------
0.01.649.561 I srv    load_model: loading model '/models/Qwen3.5-9B-Q4_K_M.gguf'
0.19.775.615 I cmn          init: llama threadpool init, n_threads = 8
0.20.755.357 W srv    load_model: cache_reuse is not supported by this context, it will be disabled
0.20.798.645 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 49664, kv_unified = 'false'
0.20.866.383 I srv  llama_server: model loaded
0.20.866.394 I srv  llama_server: listening on http://0.0.0.0:18206
0.24.405.818 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
4.51.316.470 I slot print_timing: id  0 | task 9326 | n_gen =   1418, tg =  46.77 t/s, tg_3s =  41.98 t/s
4.54.321.975 I slot print_timing: id  0 | task 9326 | n_gen =   1571, tg =  47.14 t/s, tg_3s =  50.91 t/s
4.57.345.938 I slot print_timing: id  0 | task 9326 | n_gen =   1716, tg =  47.21 t/s, tg_3s =  47.95 t/s
5.00.360.535 I slot print_timing: id  0 | task 9326 | n_gen =   1851, tg =  47.03 t/s, tg_3s =  44.78 t/s
5.03.373.642 I slot print_timing: id  0 | task 9326 | n_gen =   1995, tg =  47.08 t/s, tg_3s =  47.79 t/s
5.04.546.252 I slot print_timing: id  0 | task 9326 | prompt eval time =    1772.04 ms /  2297 tokens (    0.77 ms per token,  1296.25 tokens per second)
5.04.546.255 I slot print_timing: id  0 | task 9326 |        eval time =   43526.16 ms /  2048 tokens (   21.26 ms per token,    47.03 tokens per second)
5.04.546.256 I slot print_timing: id  0 | task 9326 |       total time =   45298.19 ms /  4345 tokens
5.04.546.257 I slot print_timing: id  0 | task 9326 |    graphs reused =       8411
5.04.546.263 I slot print_timing: id  0 | task 9326 | draft acceptance = 0.04137 (   64 accepted /  1547 generated), mean len =  1.27
5.04.546.395 I slot      release: id  0 | task 9326 | stop processing: n_tokens = 4344, truncated = 0
5.04.559.565 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 115820687880
5.04.721.756 I slot launch_slot_: id  0 | task 11313 | processing task, is_child = 0
5.09.518.819 I slot print_timing: id  0 | task 11313 | n_gen =    147, tg =  48.40 t/s, tg_3s =  48.73 t/s
5.12.525.272 I slot print_timing: id  0 | task 11313 | n_gen =    271, tg =  44.83 t/s, tg_3s =  41.24 t/s
5.15.543.001 I slot print_timing: id  0 | task 11313 | n_gen =    414, tg =  45.68 t/s, tg_3s =  47.39 t/s
5.18.556.994 I slot print_timing: id  0 | task 11313 | n_gen =    559, tg =  46.29 t/s, tg_3s =  48.11 t/s
5.21.572.331 I slot print_timing: id  0 | task 11313 | n_gen =    705, tg =  46.72 t/s, tg_3s =  48.42 t/s
5.24.577.633 I slot print_timing: id  0 | task 11313 | n_gen =    868, tg =  47.97 t/s, tg_3s =  54.24 t/s
5.27.624.646 I slot print_timing: id  0 | task 11313 | n_gen =   1008, tg =  47.67 t/s, tg_3s =  45.95 t/s
5.30.638.363 I slot print_timing: id  0 | task 11313 | n_gen =   1138, tg =  47.11 t/s, tg_3s =  43.14 t/s
5.33.697.855 I slot print_timing: id  0 | task 11313 | n_gen =   1268, tg =  46.59 t/s, tg_3s =  42.49 t/s
5.36.758.786 I slot print_timing: id  0 | task 11313 | n_gen =   1413, tg =  46.67 t/s, tg_3s =  47.37 t/s
5.39.761.727 I slot print_timing: id  0 | task 11313 | n_gen =   1562, tg =  46.93 t/s, tg_3s =  49.62 t/s
5.42.773.163 I slot print_timing: id  0 | task 11313 | n_gen =   1695, tg =  46.70 t/s, tg_3s =  44.17 t/s
5.45.829.389 I slot print_timing: id  0 | task 11313 | n_gen =   1824, tg =  46.35 t/s, tg_3s =  42.21 t/s
5.48.834.893 I slot print_timing: id  0 | task 11313 | n_gen =   1968, tg =  46.47 t/s, tg_3s =  47.99 t/s
5.50.696.076 I slot print_timing: id  0 | task 11313 | prompt eval time =    1780.54 ms /  2293 tokens (    0.78 ms per token,  1287.81 tokens per second)
5.50.696.080 I slot print_timing: id  0 | task 11313 |        eval time =   44193.72 ms /  2048 tokens (   21.59 ms per token,    46.32 tokens per second)
5.50.696.080 I slot print_timing: id  0 | task 11313 |       total time =   45974.26 ms /  4341 tokens
5.50.696.081 I slot print_timing: id  0 | task 11313 |    graphs reused =       9656
5.50.696.087 I slot print_timing: id  0 | task 11313 | draft acceptance = 0.05602 (  100 accepted /  1785 generated), mean len =  1.38
5.50.696.220 I slot      release: id  0 | task 11313 | stop processing: n_tokens = 4340, truncated = 0
5.50.715.018 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 115866837709
5.50.904.147 I slot launch_slot_: id  0 | task 13264 | processing task, is_child = 0
5.56.708.610 I slot print_timing: id  0 | task 13264 | n_gen =    146, tg =  48.22 t/s, tg_3s =  48.56 t/s
5.59.736.864 I slot print_timing: id  0 | task 13264 | n_gen =    313, tg =  51.70 t/s, tg_3s =  55.15 t/s
6.02.742.362 I slot print_timing: id  0 | task 13264 | n_gen =    449, tg =  49.55 t/s, tg_3s =  45.25 t/s
6.05.754.836 I slot print_timing: id  0 | task 13264 | n_gen =    600, tg =  49.70 t/s, tg_3s =  50.12 t/s
6.08.768.775 I slot print_timing: id  0 | task 13264 | n_gen =    739, tg =  48.98 t/s, tg_3s =  46.12 t/s
6.11.773.832 I slot print_timing: id  0 | task 13264 | n_gen =    873, tg =  48.25 t/s, tg_3s =  44.59 t/s
6.14.786.202 I slot print_timing: id  0 | task 13264 | n_gen =   1015, tg =  48.09 t/s, tg_3s =  47.14 t/s
6.17.842.961 I slot print_timing: id  0 | task 13264 | n_gen =   1162, tg =  48.09 t/s, tg_3s =  48.09 t/s
6.20.879.289 I slot print_timing: id  0 | task 13264 | n_gen =   1312, tg =  48.24 t/s, tg_3s =  49.40 t/s
6.23.882.989 I slot print_timing: id  0 | task 13264 | n_gen =   1450, tg =  48.01 t/s, tg_3s =  45.94 t/s
6.26.906.123 I slot print_timing: id  0 | task 13264 | n_gen =   1597, tg =  48.07 t/s, tg_3s =  48.63 t/s
6.29.969.984 I slot print_timing: id  0 | task 13264 | n_gen =   1740, tg =  47.95 t/s, tg_3s =  46.67 t/s
6.32.983.825 I slot print_timing: id  0 | task 13264 | n_gen =   1915, tg =  48.72 t/s, tg_3s =  58.07 t/s
6.35.704.381 I slot print_timing: id  0 | task 13264 | prompt eval time =    2797.63 ms /  3579 tokens (    0.78 ms per token,  1279.30 tokens per second)
6.35.704.385 I slot print_timing: id  0 | task 13264 |        eval time =   42002.54 ms /  2048 tokens (   20.52 ms per token,    48.74 tokens per second)
6.35.704.386 I slot print_timing: id  0 | task 13264 |       total time =   44800.17 ms /  5627 tokens
6.35.704.387 I slot print_timing: id  0 | task 13264 |    graphs reused =      10793
6.35.704.393 I slot print_timing: id  0 | task 13264 | draft acceptance = 0.15175 (  256 accepted /  1687 generated), mean len =  1.93
6.35.704.575 I slot      release: id  0 | task 13264 | stop processing: n_tokens = 5626, truncated = 0
6.35.724.461 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 115911846063
6.35.921.744 I slot launch_slot_: id  0 | task 15060 | processing task, is_child = 0
6.41.840.751 I slot print_timing: id  0 | task 15060 | n_gen =    158, tg =  51.90 t/s, tg_3s =  52.23 t/s
6.44.849.611 I slot print_timing: id  0 | task 15060 | n_gen =    300, tg =  49.55 t/s, tg_3s =  47.19 t/s
6.47.851.421 I slot print_timing: id  0 | task 15060 | n_gen =    445, tg =  49.14 t/s, tg_3s =  48.30 t/s
6.50.865.706 I slot print_timing: id  0 | task 15060 | n_gen =    576, tg =  47.72 t/s, tg_3s =  43.46 t/s
6.53.945.795 I slot print_timing: id  0 | task 15060 | n_gen =    717, tg =  47.32 t/s, tg_3s =  45.78 t/s
6.56.962.441 I slot print_timing: id  0 | task 15060 | n_gen =    847, tg =  46.62 t/s, tg_3s =  43.09 t/s
6.59.963.051 I slot print_timing: id  0 | task 15060 | n_gen =   1001, tg =  47.29 t/s, tg_3s =  51.32 t/s
7.02.964.272 I slot print_timing: id  0 | task 15060 | n_gen =   1153, tg =  47.70 t/s, tg_3s =  50.65 t/s
7.05.968.259 I slot print_timing: id  0 | task 15060 | n_gen =   1297, tg =  47.73 t/s, tg_3s =  47.94 t/s
7.08.981.066 I slot print_timing: id  0 | task 15060 | n_gen =   1383, tg =  45.81 t/s, tg_3s =  28.54 t/s
7.11.996.148 I slot print_timing: id  0 | task 15060 | n_gen =   1530, tg =  46.08 t/s, tg_3s =  48.75 t/s
7.15.005.764 I slot print_timing: id  0 | task 15060 | n_gen =   1665, tg =  45.98 t/s, tg_3s =  44.86 t/s
7.18.024.481 I slot print_timing: id  0 | task 15060 | n_gen =   1805, tg =  46.01 t/s, tg_3s =  46.38 t/s
7.21.032.178 I slot print_timing: id  0 | task 15060 | n_gen =   1967, tg =  46.57 t/s, tg_3s =  53.86 t/s
7.23.011.688 I slot print_timing: id  0 | task 15060 | prompt eval time =    2893.72 ms /  3670 tokens (    0.79 ms per token,  1268.26 tokens per second)
7.23.012.321 I slot print_timing: id  0 | task 15060 |        eval time =   44196.15 ms /  2048 tokens (   21.59 ms per token,    46.32 tokens per second)
7.23.012.323 I slot print_timing: id  0 | task 15060 |       total time =   47089.88 ms /  5718 tokens
7.23.012.325 I slot print_timing: id  0 | task 15060 |    graphs reused =      12130
7.23.013.890 I slot print_timing: id  0 | task 15060 | draft acceptance = 0.08659 (  124 accepted /  1432 generated), mean len =  1.52
7.23.014.085 I slot      release: id  0 | task 15060 | stop processing: n_tokens = 5717, truncated = 0
