0.02.163.373 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.02.164.234 W srv  llama_server: -----------------
0.02.164.238 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.02.164.238 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.02.164.239 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.02.164.239 W srv  llama_server: -----------------
0.02.165.588 I srv    load_model: loading model '/models/Qwen3.5-9B-Q4_K_M.gguf'
0.30.783.449 I cmn          init: llama threadpool init, n_threads = 8
0.31.363.600 W srv    load_model: cache_reuse is not supported by this context, it will be disabled
0.31.393.653 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 49664, kv_unified = 'false'
0.31.465.204 I srv  llama_server: model loaded
0.31.465.217 I srv  llama_server: listening on http://0.0.0.0:18204
0.34.834.263 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
4.34.023.235 I slot print_timing: id  0 | task 8575 | n_gen =    851, tg =  56.54 t/s, tg_3s =  56.53 t/s
4.37.036.102 I slot print_timing: id  0 | task 8575 | n_gen =   1022, tg =  56.57 t/s, tg_3s =  56.76 t/s
4.40.053.286 I slot print_timing: id  0 | task 8575 | n_gen =   1192, tg =  56.54 t/s, tg_3s =  56.34 t/s
4.43.100.272 I slot print_timing: id  0 | task 8575 | n_gen =   1398, tg =  57.94 t/s, tg_3s =  67.61 t/s
4.46.118.070 I slot print_timing: id  0 | task 8575 | n_gen =   1563, tg =  57.58 t/s, tg_3s =  54.68 t/s
4.49.165.861 I slot print_timing: id  0 | task 8575 | n_gen =   1896, tg =  62.80 t/s, tg_3s = 109.26 t/s
4.49.480.559 I slot print_timing: id  0 | task 8575 | prompt eval time =    1811.31 ms /  2297 tokens (    0.79 ms per token,  1268.14 tokens per second)
4.49.480.564 I slot print_timing: id  0 | task 8575 |        eval time =   30491.29 ms /  2048 tokens (   14.90 ms per token,    67.13 tokens per second)
4.49.480.564 I slot print_timing: id  0 | task 8575 |       total time =   32302.60 ms /  4345 tokens
4.49.480.565 I slot print_timing: id  0 | task 8575 |    graphs reused =      10000
4.49.480.582 I slot print_timing: id  0 | task 8575 | draft acceptance = 0.72932 (  388 accepted /   532 generated), mean len = 33.33
4.49.480.777 I slot      release: id  0 | task 8575 | stop processing: n_tokens = 4344, truncated = 0
4.49.497.109 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 115047851023
4.49.659.729 I slot launch_slot_: id  0 | task 10238 | processing task, is_child = 0
4.51.517.903 I common_ngram_map_begin: shrink cleanup begin: 2297 -> 2233
4.51.518.118 I common_ngram_map_begin: refresh map: idx_last_draft=4339, new begin=2293, #keys_checked=35, #keys_del=5, #values_del=0, #hashes_upd=1600
4.54.519.726 I slot print_timing: id  0 | task 10238 | n_gen =    172, tg =  56.98 t/s, tg_3s =  57.31 t/s
4.57.529.300 I slot print_timing: id  0 | task 10238 | n_gen =    343, tg =  56.90 t/s, tg_3s =  56.82 t/s
5.00.534.415 I slot print_timing: id  0 | task 10238 | n_gen =    514, tg =  56.90 t/s, tg_3s =  56.90 t/s
5.03.540.119 I slot print_timing: id  0 | task 10238 | n_gen =    685, tg =  56.90 t/s, tg_3s =  56.89 t/s
5.06.549.613 I slot print_timing: id  0 | task 10238 | n_gen =    855, tg =  56.82 t/s, tg_3s =  56.49 t/s
5.09.553.885 I slot print_timing: id  0 | task 10238 | n_gen =   1025, tg =  56.78 t/s, tg_3s =  56.59 t/s
5.12.554.829 I slot print_timing: id  0 | task 10238 | n_gen =   1194, tg =  56.71 t/s, tg_3s =  56.32 t/s
5.15.564.458 I slot print_timing: id  0 | task 10238 | n_gen =   1359, tg =  56.48 t/s, tg_3s =  54.82 t/s
5.18.572.780 I slot print_timing: id  0 | task 10238 | n_gen =   1525, tg =  56.33 t/s, tg_3s =  55.18 t/s
5.21.582.259 I slot print_timing: id  0 | task 10238 | n_gen =   1686, tg =  56.05 t/s, tg_3s =  53.50 t/s
5.24.592.612 I slot print_timing: id  0 | task 10238 | n_gen =   1846, tg =  55.78 t/s, tg_3s =  53.15 t/s
5.27.600.591 I slot print_timing: id  0 | task 10238 | n_gen =   2010, tg =  55.68 t/s, tg_3s =  54.52 t/s
5.28.282.888 I slot print_timing: id  0 | task 10238 | prompt eval time =    1858.92 ms /  2293 tokens (    0.81 ms per token,  1233.51 tokens per second)
5.28.282.891 I slot print_timing: id  0 | task 10238 |        eval time =   36764.22 ms /  2048 tokens (   17.96 ms per token,    55.68 tokens per second)
5.28.282.892 I slot print_timing: id  0 | task 10238 |       total time =   38623.14 ms /  4341 tokens
5.28.282.893 I slot print_timing: id  0 | task 10238 |    graphs reused =      12010
5.28.282.910 I slot print_timing: id  0 | task 10238 | draft acceptance = 0.02083 (    7 accepted /   336 generated), mean len =  2.00
5.28.283.052 I slot      release: id  0 | task 10238 | stop processing: n_tokens = 4340, truncated = 0
5.28.304.314 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 115086653300
5.28.466.180 I slot launch_slot_: id  0 | task 12282 | processing task, is_child = 0
5.31.287.388 I common_ngram_map_begin: refresh map: idx_last_draft=4338, new begin=3579, #keys_checked=44, #keys_del=14, #values_del=0, #hashes_upd=1890
5.34.302.272 I slot print_timing: id  0 | task 12282 | n_gen =    170, tg =  56.07 t/s, tg_3s =  56.40 t/s
5.37.317.521 I slot print_timing: id  0 | task 12282 | n_gen =    339, tg =  56.06 t/s, tg_3s =  56.05 t/s
5.40.325.294 I slot print_timing: id  0 | task 12282 | n_gen =    508, tg =  56.10 t/s, tg_3s =  56.19 t/s
5.43.325.403 I slot print_timing: id  0 | task 12282 | n_gen =    672, tg =  55.74 t/s, tg_3s =  54.66 t/s
5.46.340.404 I slot print_timing: id  0 | task 12282 | n_gen =    877, tg =  58.20 t/s, tg_3s =  67.99 t/s
5.49.341.229 I slot print_timing: id  0 | task 12282 | n_gen =   1045, tg =  57.83 t/s, tg_3s =  55.98 t/s
5.52.346.493 I slot print_timing: id  0 | task 12282 | n_gen =   1213, tg =  57.55 t/s, tg_3s =  55.90 t/s
5.55.382.412 I slot print_timing: id  0 | task 12282 | n_gen =   1445, tg =  59.93 t/s, tg_3s =  76.42 t/s
5.58.399.778 I slot print_timing: id  0 | task 12282 | n_gen =   1611, tg =  59.38 t/s, tg_3s =  55.01 t/s
6.01.414.872 I slot print_timing: id  0 | task 12282 | n_gen =   1808, tg =  59.98 t/s, tg_3s =  65.34 t/s
6.04.415.139 I slot print_timing: id  0 | task 12282 | n_gen =   2005, tg =  60.49 t/s, tg_3s =  65.66 t/s
6.05.017.925 I slot print_timing: id  0 | task 12282 | prompt eval time =    2821.74 ms /  3579 tokens (    0.79 ms per token,  1268.37 tokens per second)
6.05.017.929 I slot print_timing: id  0 | task 12282 |        eval time =   33729.94 ms /  2048 tokens (   16.48 ms per token,    60.69 tokens per second)
6.05.017.930 I slot print_timing: id  0 | task 12282 |       total time =   36551.68 ms /  5627 tokens
6.05.017.931 I slot print_timing: id  0 | task 12282 |    graphs reused =      13747
6.05.017.950 I slot print_timing: id  0 | task 12282 | draft acceptance = 0.32478 (  253 accepted /   779 generated), mean len = 15.88
6.05.018.127 I slot      release: id  0 | task 12282 | stop processing: n_tokens = 5626, truncated = 0
6.05.629.896 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 115123388374
6.05.809.808 I slot launch_slot_: id  0 | task 14081 | processing task, is_child = 0
6.08.707.858 I common_ngram_map_begin: refresh map: idx_last_draft=5614, new begin=3670, #keys_checked=84, #keys_del=29, #values_del=3, #hashes_upd=1589
6.11.709.702 I slot print_timing: id  0 | task 14081 | n_gen =    170, tg =  56.31 t/s, tg_3s =  56.64 t/s
6.14.711.353 I slot print_timing: id  0 | task 14081 | n_gen =    338, tg =  56.14 t/s, tg_3s =  55.97 t/s
6.17.726.100 I slot print_timing: id  0 | task 14081 | n_gen =    507, tg =  56.11 t/s, tg_3s =  56.06 t/s
6.20.743.293 I slot print_timing: id  0 | task 14081 | n_gen =    676, tg =  56.09 t/s, tg_3s =  56.01 t/s
6.23.749.170 I slot print_timing: id  0 | task 14081 | n_gen =    844, tg =  56.05 t/s, tg_3s =  55.89 t/s
6.26.758.229 I slot print_timing: id  0 | task 14081 | n_gen =   1011, tg =  55.96 t/s, tg_3s =  55.50 t/s
6.29.764.456 I slot print_timing: id  0 | task 14081 | n_gen =   1177, tg =  55.85 t/s, tg_3s =  55.22 t/s
6.32.774.147 I slot print_timing: id  0 | task 14081 | n_gen =   1340, tg =  55.64 t/s, tg_3s =  54.16 t/s
6.35.778.251 I slot print_timing: id  0 | task 14081 | n_gen =   1503, tg =  55.49 t/s, tg_3s =  54.26 t/s
6.38.784.120 I slot print_timing: id  0 | task 14081 | n_gen =   1703, tg =  56.59 t/s, tg_3s =  66.54 t/s
6.41.785.411 I slot print_timing: id  0 | task 14081 | n_gen =   1884, tg =  56.93 t/s, tg_3s =  60.31 t/s
6.44.802.367 I slot print_timing: id  0 | task 14081 | n_gen =   2044, tg =  56.60 t/s, tg_3s =  53.03 t/s
6.44.873.887 I slot print_timing: id  0 | task 14081 | prompt eval time =    2898.59 ms /  3670 tokens (    0.79 ms per token,  1266.13 tokens per second)
6.44.873.891 I slot print_timing: id  0 | task 14081 |        eval time =   36165.47 ms /  2048 tokens (   17.67 ms per token,    56.60 tokens per second)
6.44.873.904 I slot print_timing: id  0 | task 14081 |       total time =   39064.06 ms /  5718 tokens
6.44.873.906 I slot print_timing: id  0 | task 14081 |    graphs reused =      15635
6.44.873.931 I slot print_timing: id  0 | task 14081 | draft acceptance = 0.14722 (  106 accepted /   720 generated), mean len =  8.07
6.44.874.113 I slot      release: id  0 | task 14081 | stop processing: n_tokens = 5717, truncated = 0
